model,hyperparameters,aggregate,average_rmse_arousal,average_rmse_valence,file_pair
RandomForestRegressor,"{'n_estimators': 50, 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'auto'}","['mean', 'min']",0.5493856858883642,0.04682181096241488,../data/raw/scenario_1/train/annotations\sub_12_vid_20.csv_../data/preprocessed/cleaned_and_prepro/scenario_1/train/physiology\sub_12_vid_20.csv
RandomForestRegressor,"{'n_estimators': 50, 'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'sqrt'}","['mean', 'max']",0.5768812976496762,0.03919037636666937,../data/raw/scenario_1/train/annotations\sub_12_vid_20.csv_../data/preprocessed/cleaned_and_prepro/scenario_1/train/physiology\sub_12_vid_20.csv
RandomForestRegressor,"{'n_estimators': 50, 'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'auto'}",['min'],0.05563188811644154,0.051473444153733484,../data/raw/scenario_1/train/annotations\sub_12_vid_9.csv_../data/preprocessed/cleaned_and_prepro/scenario_1/train/physiology\sub_12_vid_9.csv
RandomForestRegressor,"{'n_estimators': 100, 'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'auto'}",['min'],0.05565127869751485,0.051473444153728336,../data/raw/scenario_1/train/annotations\sub_12_vid_9.csv_../data/preprocessed/cleaned_and_prepro/scenario_1/train/physiology\sub_12_vid_9.csv
RandomForestRegressor,"{'n_estimators': 100, 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'auto'}",['max'],0.45550538334756757,0.43461169262136057,../data/raw/scenario_1/train/annotations\sub_13_vid_1.csv_../data/preprocessed/cleaned_and_prepro/scenario_1/train/physiology\sub_13_vid_1.csv
RandomForestRegressor,"{'n_estimators': 50, 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'sqrt'}",['std'],0.5307764324820313,0.22902793162717858,../data/raw/scenario_1/train/annotations\sub_13_vid_1.csv_../data/preprocessed/cleaned_and_prepro/scenario_1/train/physiology\sub_13_vid_1.csv
RandomForestRegressor,"{'n_estimators': 50, 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt'}",['enlarged'],0.0669538546484033,0.009799403902287613,../data/raw/scenario_1/train/annotations\sub_13_vid_10.csv_../data/preprocessed/cleaned_and_prepro/scenario_1/train/physiology\sub_13_vid_10.csv
RandomForestRegressor,"{'n_estimators': 100, 'max_depth': 10, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'auto'}",['enlarged'],0.10327055309143192,0.008426509734206026,../data/raw/scenario_1/train/annotations\sub_13_vid_10.csv_../data/preprocessed/cleaned_and_prepro/scenario_1/train/physiology\sub_13_vid_10.csv
RandomForestRegressor,"{'n_estimators': 50, 'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'auto'}","['mean', 'min']",0.3014600983668913,0.17822861436713744,../data/raw/scenario_1/train/annotations\sub_13_vid_11.csv_../data/preprocessed/cleaned_and_prepro/scenario_1/train/physiology\sub_13_vid_11.csv
RandomForestRegressor,"{'n_estimators': 100, 'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'auto'}",['max'],0.3039238180445701,0.07125393837655884,../data/raw/scenario_1/train/annotations\sub_13_vid_11.csv_../data/preprocessed/cleaned_and_prepro/scenario_1/train/physiology\sub_13_vid_11.csv
RandomForestRegressor,"{'n_estimators': 50, 'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt'}",['mean'],0.3543294986346011,0.37144128095948653,../data/raw/scenario_1/train/annotations\sub_13_vid_13.csv_../data/preprocessed/cleaned_and_prepro/scenario_1/train/physiology\sub_13_vid_13.csv
RandomForestRegressor,"{'n_estimators': 50, 'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'sqrt'}","['mean', 'std']",0.47276541087694807,0.3197957789588383,../data/raw/scenario_1/train/annotations\sub_13_vid_13.csv_../data/preprocessed/cleaned_and_prepro/scenario_1/train/physiology\sub_13_vid_13.csv
RandomForestRegressor,"{'n_estimators': 100, 'max_depth': 10, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'auto'}","['max', 'min']",0.08442212520648895,0.739280015670087,../data/raw/scenario_1/train/annotations\sub_13_vid_14.csv_../data/preprocessed/cleaned_and_prepro/scenario_1/train/physiology\sub_13_vid_14.csv
RandomForestRegressor,"{'n_estimators': 50, 'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'sqrt'}",['std'],0.4681827865134213,0.27932614497094155,../data/raw/scenario_1/train/annotations\sub_13_vid_14.csv_../data/preprocessed/cleaned_and_prepro/scenario_1/train/physiology\sub_13_vid_14.csv
RandomForestRegressor,"{'n_estimators': 50, 'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'auto'}",['min'],0.845625359411943,0.9966892520551008,../data/raw/scenario_1/train/annotations\sub_13_vid_18.csv_../data/preprocessed/cleaned_and_prepro/scenario_1/train/physiology\sub_13_vid_18.csv
RandomForestRegressor,"{'n_estimators': 50, 'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'auto'}",['min'],0.968140332942642,0.8804737855319634,../data/raw/scenario_1/train/annotations\sub_13_vid_18.csv_../data/preprocessed/cleaned_and_prepro/scenario_1/train/physiology\sub_13_vid_18.csv
RandomForestRegressor,"{'n_estimators': 50, 'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'auto'}","['max', 'min']",0.03872087628410604,0.28718794866311675,../data/raw/scenario_1/train/annotations\sub_13_vid_20.csv_../data/preprocessed/cleaned_and_prepro/scenario_1/train/physiology\sub_13_vid_20.csv
RandomForestRegressor,"{'n_estimators': 50, 'max_depth': 10, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'sqrt'}",['mean'],0.09603496782548614,0.14218768598504072,../data/raw/scenario_1/train/annotations\sub_13_vid_20.csv_../data/preprocessed/cleaned_and_prepro/scenario_1/train/physiology\sub_13_vid_20.csv
RandomForestRegressor,"{'n_estimators': 100, 'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'auto'}",['min'],0.5272021202433361,0.10006125000811528,../data/raw/scenario_1/train/annotations\sub_13_vid_9.csv_../data/preprocessed/cleaned_and_prepro/scenario_1/train/physiology\sub_13_vid_9.csv
RandomForestRegressor,"{'n_estimators': 50, 'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'sqrt'}",['max'],0.7387148577016052,0.09850016101106986,../data/raw/scenario_1/train/annotations\sub_13_vid_9.csv_../data/preprocessed/cleaned_and_prepro/scenario_1/train/physiology\sub_13_vid_9.csv
RandomForestRegressor,"{'n_estimators': 50, 'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'sqrt'}",['min'],0.011092377785265846,0.04670149357823173,../data/raw/scenario_1/train/annotations\sub_14_vid_1.csv_../data/preprocessed/cleaned_and_prepro/scenario_1/train/physiology\sub_14_vid_1.csv
RandomForestRegressor,"{'n_estimators': 100, 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'auto'}","['max', 'min']",0.011456789981380264,0.04565363268751623,../data/raw/scenario_1/train/annotations\sub_14_vid_1.csv_../data/preprocessed/cleaned_and_prepro/scenario_1/train/physiology\sub_14_vid_1.csv
RandomForestRegressor,"{'n_estimators': 100, 'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'sqrt'}",['min'],0.10646349507645363,0.30014056841663295,../data/raw/scenario_1/train/annotations\sub_14_vid_10.csv_../data/preprocessed/cleaned_and_prepro/scenario_1/train/physiology\sub_14_vid_10.csv
RandomForestRegressor,"{'n_estimators': 50, 'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'auto'}",['mean'],0.13409117184439984,0.2554752042686294,../data/raw/scenario_1/train/annotations\sub_14_vid_10.csv_../data/preprocessed/cleaned_and_prepro/scenario_1/train/physiology\sub_14_vid_10.csv
RandomForestRegressor,"{'n_estimators': 50, 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'auto'}","['std', 'max']",0.07426731169027502,0.3906488073104059,../data/raw/scenario_1/train/annotations\sub_14_vid_11.csv_../data/preprocessed/cleaned_and_prepro/scenario_1/train/physiology\sub_14_vid_11.csv
RandomForestRegressor,"{'n_estimators': 50, 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'auto'}",['min'],0.17045183269355402,0.2382548799640328,../data/raw/scenario_1/train/annotations\sub_14_vid_11.csv_../data/preprocessed/cleaned_and_prepro/scenario_1/train/physiology\sub_14_vid_11.csv
RandomForestRegressor,"{'n_estimators': 100, 'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'sqrt'}",['min'],0.5438938527428706,0.5626190238380283,../data/raw/scenario_1/train/annotations\sub_14_vid_13.csv_../data/preprocessed/cleaned_and_prepro/scenario_1/train/physiology\sub_14_vid_13.csv
RandomForestRegressor,"{'n_estimators': 50, 'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'sqrt'}","['mean', 'std']",0.6054696084295029,0.5342463010748677,../data/raw/scenario_1/train/annotations\sub_14_vid_13.csv_../data/preprocessed/cleaned_and_prepro/scenario_1/train/physiology\sub_14_vid_13.csv
RandomForestRegressor,"{'n_estimators': 50, 'max_depth': 10, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'auto'}",['min'],0.15844899985169084,0.11314575583320707,../data/raw/scenario_1/train/annotations\sub_14_vid_14.csv_../data/preprocessed/cleaned_and_prepro/scenario_1/train/physiology\sub_14_vid_14.csv
RandomForestRegressor,"{'n_estimators': 50, 'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'auto'}","['mean', 'min']",0.21022439756515254,0.0595559944082964,../data/raw/scenario_1/train/annotations\sub_14_vid_14.csv_../data/preprocessed/cleaned_and_prepro/scenario_1/train/physiology\sub_14_vid_14.csv
RandomForestRegressor,"{'n_estimators': 50, 'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt'}",['min'],0.8968667712595092,0.43342583663452117,../data/raw/scenario_1/train/annotations\sub_14_vid_18.csv_../data/preprocessed/cleaned_and_prepro/scenario_1/train/physiology\sub_14_vid_18.csv
RandomForestRegressor,"{'n_estimators': 100, 'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'auto'}",['min'],0.9727707071843229,0.3765770141191899,../data/raw/scenario_1/train/annotations\sub_14_vid_18.csv_../data/preprocessed/cleaned_and_prepro/scenario_1/train/physiology\sub_14_vid_18.csv
RandomForestRegressor,"{'n_estimators': 100, 'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'auto'}",['enlarged'],0.32628631939628994,0.636910070679968,../data/raw/scenario_1/train/annotations\sub_14_vid_20.csv_../data/preprocessed/cleaned_and_prepro/scenario_1/train/physiology\sub_14_vid_20.csv
RandomForestRegressor,"{'n_estimators': 50, 'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'auto'}","['max', 'min']",0.4512105470793732,0.4358025432184874,../data/raw/scenario_1/train/annotations\sub_14_vid_20.csv_../data/preprocessed/cleaned_and_prepro/scenario_1/train/physiology\sub_14_vid_20.csv
RandomForestRegressor,"{'n_estimators': 100, 'max_depth': 10, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'auto'}","['max', 'min']",0.3122802632977362,0.03148457057542436,../data/raw/scenario_1/train/annotations\sub_14_vid_9.csv_../data/preprocessed/cleaned_and_prepro/scenario_1/train/physiology\sub_14_vid_9.csv
RandomForestRegressor,"{'n_estimators': 50, 'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'auto'}",['min'],0.323411831188215,0.023916817615392928,../data/raw/scenario_1/train/annotations\sub_14_vid_9.csv_../data/preprocessed/cleaned_and_prepro/scenario_1/train/physiology\sub_14_vid_9.csv
RandomForestRegressor,"{'n_estimators': 100, 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'auto'}",['min'],0.43468957756775034,0.5245225582419479,../data/raw/scenario_1/train/annotations\sub_17_vid_1.csv_../data/preprocessed/cleaned_and_prepro/scenario_1/train/physiology\sub_17_vid_1.csv
RandomForestRegressor,"{'n_estimators': 50, 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'auto'}",['min'],0.4374248750127936,0.5235225521079445,../data/raw/scenario_1/train/annotations\sub_17_vid_1.csv_../data/preprocessed/cleaned_and_prepro/scenario_1/train/physiology\sub_17_vid_1.csv
RandomForestRegressor,"{'n_estimators': 100, 'max_depth': 10, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'auto'}","['max', 'min']",0.31107105494440734,0.14575390702459198,../data/raw/scenario_1/train/annotations\sub_17_vid_10.csv_../data/preprocessed/cleaned_and_prepro/scenario_1/train/physiology\sub_17_vid_10.csv
RandomForestRegressor,"{'n_estimators': 100, 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt'}","['max', 'min']",0.39950809894640155,0.1295430127115381,../data/raw/scenario_1/train/annotations\sub_17_vid_10.csv_../data/preprocessed/cleaned_and_prepro/scenario_1/train/physiology\sub_17_vid_10.csv
RandomForestRegressor,"{'n_estimators': 50, 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt'}",['max'],0.3845853452476389,0.4980302980563081,../data/raw/scenario_1/train/annotations\sub_17_vid_11.csv_../data/preprocessed/cleaned_and_prepro/scenario_1/train/physiology\sub_17_vid_11.csv
RandomForestRegressor,"{'n_estimators': 100, 'max_depth': 10, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'auto'}","['std', 'max']",0.5279952389492668,0.38810377498596044,../data/raw/scenario_1/train/annotations\sub_17_vid_11.csv_../data/preprocessed/cleaned_and_prepro/scenario_1/train/physiology\sub_17_vid_11.csv
RandomForestRegressor,"{'n_estimators': 100, 'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'auto'}",['min'],0.21299105623225303,0.3816595084083623,../data/raw/scenario_1/train/annotations\sub_17_vid_13.csv_../data/preprocessed/cleaned_and_prepro/scenario_1/train/physiology\sub_17_vid_13.csv
RandomForestRegressor,"{'n_estimators': 50, 'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'sqrt'}",['min'],0.3151515900896991,0.3742150472273799,../data/raw/scenario_1/train/annotations\sub_17_vid_13.csv_../data/preprocessed/cleaned_and_prepro/scenario_1/train/physiology\sub_17_vid_13.csv
RandomForestRegressor,"{'n_estimators': 50, 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'auto'}","['max', 'min']",0.3208495903050031,0.2966693459587401,../data/raw/scenario_1/train/annotations\sub_17_vid_14.csv_../data/preprocessed/cleaned_and_prepro/scenario_1/train/physiology\sub_17_vid_14.csv
RandomForestRegressor,"{'n_estimators': 100, 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt'}",['min'],0.40639538136146713,0.2593438906456968,../data/raw/scenario_1/train/annotations\sub_17_vid_14.csv_../data/preprocessed/cleaned_and_prepro/scenario_1/train/physiology\sub_17_vid_14.csv
RandomForestRegressor,"{'n_estimators': 50, 'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'auto'}","['mean', 'std', 'max', 'min']",0.4493960657741071,0.7464469531405648,../data/raw/scenario_1/train/annotations\sub_17_vid_18.csv_../data/preprocessed/cleaned_and_prepro/scenario_1/train/physiology\sub_17_vid_18.csv
RandomForestRegressor,"{'n_estimators': 50, 'max_depth': 10, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'auto'}","['max', 'min']",0.5093078654455706,0.6004239333801767,../data/raw/scenario_1/train/annotations\sub_17_vid_18.csv_../data/preprocessed/cleaned_and_prepro/scenario_1/train/physiology\sub_17_vid_18.csv
RandomForestRegressor,"{'n_estimators': 50, 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'auto'}","['max', 'min']",0.18480056766546418,0.18509688156497142,../data/raw/scenario_1/train/annotations\sub_17_vid_20.csv_../data/preprocessed/cleaned_and_prepro/scenario_1/train/physiology\sub_17_vid_20.csv
RandomForestRegressor,"{'n_estimators': 50, 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'auto'}",['max'],0.18481745996793553,0.1828814149727845,../data/raw/scenario_1/train/annotations\sub_17_vid_20.csv_../data/preprocessed/cleaned_and_prepro/scenario_1/train/physiology\sub_17_vid_20.csv
RandomForestRegressor,"{'n_estimators': 100, 'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'auto'}",['min'],0.20461699665502017,0.1542749477567513,../data/raw/scenario_1/train/annotations\sub_17_vid_9.csv_../data/preprocessed/cleaned_and_prepro/scenario_1/train/physiology\sub_17_vid_9.csv
RandomForestRegressor,"{'n_estimators': 50, 'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'sqrt'}",['enlarged'],0.43758721097681264,0.1266006590851982,../data/raw/scenario_1/train/annotations\sub_17_vid_9.csv_../data/preprocessed/cleaned_and_prepro/scenario_1/train/physiology\sub_17_vid_9.csv
RandomForestRegressor,"{'n_estimators': 100, 'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'auto'}","['mean', 'std', 'max', 'min']",0.10552604085335106,0.17358652036186642,../data/raw/scenario_1/train/annotations\sub_18_vid_1.csv_../data/preprocessed/cleaned_and_prepro/scenario_1/train/physiology\sub_18_vid_1.csv
